TIMESTAMP;RSSI NO ANTENNA;RSSI ANTENNA PCB;RSSI ANTENNA 3D;AVERAGE NO;AVERAGE PCB;AVERAGE 3D;ORIENTATION_X;ORIENTATION_Y;ORIENTATION_Z;
15:29:44:028;0;-60;0;0;-59;0;2,630;0,050;-0,040;
15:29:44:180;0;0;-60;0;0;-59;2,623;0,050;-0,038;
15:29:44:335;0;-60;0;0;-59;0;2,628;0,051;-0,038;
15:29:44:494;0;0;-60;0;0;-59;2,631;0,048;-0,038;
15:29:44:645;0;-59;0;0;-59;0;2,630;0,049;-0,040;
15:29:44:801;0;0;-60;0;0;-59;2,631;0,051;-0,039;
15:29:45:112;0;0;-60;0;0;-59;2,633;0,048;-0,039;
15:29:45:733;0;0;-59;0;0;-59;2,631;0,052;-0,040;
15:29:45:885;0;-61;0;0;-59;0;2,633;0,051;-0,041;
15:29:46:040;0;0;-62;0;0;-59;2,624;0,049;-0,039;
15:29:46:196;0;-60;0;0;-59;0;2,625;0,051;-0,039;
15:29:46:505;0;-59;0;0;-59;0;2,630;0,051;-0,040;
15:29:46:660;0;0;-60;0;0;-59;2,635;0,050;-0,039;
15:29:46:815;0;-60;0;0;-59;0;2,637;0,049;-0,040;
15:29:46:971;0;0;-60;0;0;-59;2,635;0,049;-0,040;
15:29:47:125;0;-59;0;0;-59;0;2,638;0,050;-0,038;
15:29:47:282;0;0;-61;0;0;-59;2,642;0,050;-0,041;
15:29:47:590;0;0;-59;0;0;-59;2,636;0,052;-0,040;
15:29:48:060;0;-58;0;0;-59;0;2,632;0,049;-0,038;
15:29:48:210;0;0;-59;0;0;-59;2,633;0,050;-0,040;
15:29:48:993;0;-60;0;0;-59;0;2,629;0,051;-0,040;
15:29:49:141;0;0;-60;0;0;-59;2,621;0,048;-0,038;
15:29:49:295;0;-61;0;0;-59;0;2,627;0,051;-0,039;
15:29:49:453;0;0;-61;0;0;-59;2,628;0,051;-0,040;
15:29:49:760;0;0;-60;0;0;-59;2,629;0,051;-0,038;
15:29:50:071;0;0;-59;0;0;-59;2,634;0,052;-0,039;
