COUNTER FLAG;RSSI LEFT_ORIGIN;RSSI MIDDLE_ORIGIN;RSSI RIGHT_ORIGIN;RSSI TRUNK_ORIGIN;RSSI FRONTLEFT_ORIGIN;RSSI FRONTRIGHT_ORIGIN;RSSI REARLEFT_ORIGIN;RSSI REARRIGHT_ORIGIN
183;-90.0672268907563;-88.26050420168067;-82.05042016806723;-81.05042016806723;-68.50420168067227;-88.63865546218487;-63.87394957983193;-66.6470588235294
184;-85.9795918367347;-91.74149659863946;-82.94557823129252;-81.91156462585035;-71.03401360544218;-89.92517006802721;-67.87755102040816;-70.91836734693878
185;-83.64356435643565;-84.66336633663366;-84.00990099009901;-87.62376237623762;-66.04950495049505;-71.58415841584159;-69.91089108910892;-89.87128712871286
186;-82.04273504273505;-85.83760683760684;-83.37606837606837;-89.77777777777777;-68.78632478632478;-73.75213675213675;-67.07692307692308;-87.83760683760684
187;-83.72972972972973;-82.08108108108108;-78.13513513513513;-84.85585585585585;-61.14414414414414;-73.45045045045045;-67.0;-88.71171171171171
188;-81.70175438596492;-82.1842105263158;-84.59649122807018;-88.56140350877193;-60.728070175438596;-71.9298245614035;-64.59649122807018;-90.50877192982456
189;-82.01754385964912;-87.82456140350877;-82.10526315789474;-89.06140350877193;-61.00877192982456;-87.2280701754386;-65.34210526315789;-84.80701754385964
190;-77.23728813559322;-82.66101694915254;-77.5;-80.27966101694915;-67.45762711864407;-82.67796610169492;-67.38135593220339;-86.94915254237289
191;-76.08333333333333;-84.33333333333333;-75.58333333333333;-84.16666666666667;-64.33333333333333;-85.66666666666667;-65.5;-87.91666666666667
192;-74.4;-85.2;-75.0;-87.8;-60.4;-86.2;-62.8;-80.6
193;-78.5;-78.0;-79.5;-81.0;-70.83333333333333;-88.33333333333333;-62.666666666666664;-78.83333333333333
194;-82.33333333333333;-79.33333333333333;-78.33333333333333;-74.66666666666667;-74.33333333333333;-89.66666666666667;-59.0;-80.0
195;-84.4;-83.8;-78.6;-82.0;-79.6;-89.0;-66.4;-80.2
196;-82.0;-88.2;-76.8;-79.8;-72.6;-91.4;-59.6;-78.8
197;-82.0;-89.0;-75.0;-81.66666666666667;-73.0;-95.0;-55.0;-75.33333333333333
198;-91.25;-86.25;-75.0;-80.75;-74.25;-94.0;-62.75;-79.0
199;-93.6;-89.8;-76.2;-72.4;-78.4;-93.4;-62.6;-82.8
200;-81.1657458563536;-84.58563535911603;-83.2486187845304;-62.64088397790055;-82.25414364640883;-91.39226519337016;-61.392265193370164;-67.10497237569061
201;-83.73913043478261;-83.20869565217392;-74.78260869565217;-75.04347826086956;-79.4;-92.73913043478261;-67.86086956521739;-71.85217391304347
202;-91.68376068376068;-93.54700854700855;-77.58974358974359;-80.23931623931624;-78.47863247863248;-89.98290598290598;-65.14529914529915;-70.91452991452991
203;-94.38738738738739;-91.03603603603604;-75.67567567567568;-76.33333333333333;-75.97297297297297;-91.91891891891892;-68.97297297297297;-70.62162162162163
204;-87.4054054054054;-83.12612612612612;-78.52252252252252;-78.8018018018018;-73.76576576576576;-90.57657657657657;-70.57657657657657;-65.990990990991
205;-91.7927927927928;-83.06306306306307;-80.53153153153153;-85.83783783783784;-78.32432432432432;-90.46846846846847;-68.009009009009;-63.234234234234236
206;-93.01709401709402;-86.61538461538461;-77.04273504273505;-82.16239316239316;-75.95726495726495;-88.36752136752136;-69.45299145299145;-69.11965811965813
207;-93.82142857142857;-90.71428571428571;-78.6875;-79.41071428571429;-74.28571428571429;-87.52678571428571;-70.9375;-69.03571428571429
208;-81.96551724137932;-91.39655172413794;-86.10344827586206;-82.27586206896552;-75.06896551724138;-72.73275862068965;-70.0;-85.39655172413794
209;-80.44827586206897;-89.10344827586206;-82.90517241379311;-83.59482758620689;-65.6896551724138;-69.62068965517241;-73.27586206896552;-88.26724137931035
210;-80.24107142857143;-91.20535714285714;-82.69642857142857;-82.08035714285714;-57.598214285714285;-68.09821428571429;-72.09821428571429;-85.50892857142857
211;-79.41592920353982;-90.98230088495575;-83.09734513274336;-81.30088495575221;-58.389380530973455;-69.10619469026548;-71.070796460177;-85.13274336283186
212;-80.38053097345133;-89.03539823008849;-76.46017699115045;-83.21238938053098;-56.45132743362832;-70.27433628318585;-69.8141592920354;-84.99115044247787
213;-80.10344827586206;-77.27586206896552;-72.04310344827586;-82.16379310344827;-66.87931034482759;-77.05172413793103;-76.07758620689656;-85.91379310344827
214;-78.43478260869566;-77.82608695652173;-76.17391304347827;-84.3913043478261;-65.34782608695652;-87.08695652173913;-70.0;-85.3913043478261
215;-73.25;-77.0;-74.75;-79.625;-60.5;-91.125;-59.125;-80.5
216;-76.0;-72.57142857142857;-65.85714285714286;-73.42857142857143;-61.142857142857146;-91.57142857142857;-55.0;-70.42857142857143
217;-70.42857142857143;-76.14285714285714;-68.0;-71.42857142857143;-70.57142857142857;-89.0;-52.142857142857146;-72.28571428571429
218;-79.33333333333333;-77.0;-71.58333333333333;-70.5;-72.75;-92.16666666666667;-42.166666666666664;-76.58333333333333
219;-81.83333333333333;-82.33333333333333;-72.5;-69.5;-75.0;-91.33333333333333;-61.0;-74.0
220;-89.0;-83.0;-75.0;-69.0;-72.8;-90.8;-63.8;-81.8
221;-87.71428571428571;-83.85714285714286;-80.85714285714286;-73.71428571428571;-83.57142857142857;-92.85714285714286;-63.285714285714285;-71.85714285714286
222;-82.16666666666667;-75.5;-74.25;-68.91666666666667;-86.16666666666667;-92.16666666666667;-73.66666666666667;-63.416666666666664
223;-76.67142857142858;-73.70714285714286;-70.55;-65.77857142857142;-89.37142857142857;-91.32142857142857;-70.61428571428571;-62.535714285714285
224;-74.82608695652173;-73.38260869565218;-67.04347826086956;-72.36521739130434;-89.81739130434782;-90.62608695652175;-69.6086956521739;-58.04347826086956
225;-84.34821428571429;-80.0;-69.69642857142857;-72.60714285714286;-89.39285714285714;-85.09821428571429;-72.00892857142857;-65.96428571428571
226;-78.31818181818181;-78.2090909090909;-84.56363636363636;-78.7090909090909;-83.68181818181819;-93.18181818181819;-71.76363636363637;-65.87272727272727
227;-80.44347826086957;-78.07826086956521;-79.76521739130435;-80.5391304347826;-84.02608695652174;-90.89565217391305;-76.28695652173913;-64.48695652173913
228;-82.29464285714286;-79.59821428571429;-79.13392857142857;-81.42857142857143;-82.84821428571429;-84.82142857142857;-71.45535714285714;-61.294642857142854
229;-85.00862068965517;-80.96551724137932;-80.78448275862068;-79.96551724137932;-80.11206896551724;-89.32758620689656;-70.05172413793103;-67.37931034482759
230;-84.89393939393939;-83.15151515151516;-83.81818181818181;-78.71212121212122;-84.02272727272727;-90.21969696969697;-73.41666666666667;-69.50757575757575
231;-88.90090090090091;-87.49549549549549;-85.12612612612612;-89.42342342342343;-66.3963963963964;-70.33333333333333;-71.57657657657657;-77.53153153153153
232;-89.54782608695652;-87.76521739130435;-83.55652173913043;-90.73913043478261;-66.8695652173913;-69.8;-78.43478260869566;-84.88695652173914
233;-87.83035714285714;-88.95535714285714;-83.54464285714286;-89.04464285714286;-62.86607142857143;-69.17857142857143;-74.67857142857143;-82.375
234;-92.52678571428571;-88.57142857142857;-83.75;-84.53571428571429;-57.517857142857146;-73.9375;-72.96428571428571;-84.28571428571429
235;-89.09009009009009;-84.48648648648648;-78.54054054054055;-83.29729729729729;-57.55855855855856;-74.38738738738739;-80.33333333333333;-86.88288288288288
236;-85.13793103448276;-85.97413793103448;-78.86206896551724;-78.83620689655173;-63.077586206896555;-76.07758620689656;-77.38793103448276;-84.40517241379311
237;-83.3076923076923;-84.84615384615384;-78.6923076923077;-83.53846153846153;-63.07692307692308;-76.53846153846153;-72.3076923076923;-82.53846153846153
238;-76.2;-88.6;-79.8;-85.8;-63.2;-83.8;-69.6;-81.8
239;-74.33333333333333;-76.0;-77.0;-90.0;-62.0;-83.0;-61.333333333333336;-78.33333333333333
240;-74.4;-73.2;-72.4;-77.4;-64.2;-83.2;-59.8;-77.0
241;-75.6;-70.0;-64.6;-72.6;-64.6;-89.0;-56.0;-74.0
242;-68.33333333333333;-71.33333333333333;-65.66666666666667;-76.0;-61.0;-88.33333333333333;-53.666666666666664;-69.0
243;-76.0;-72.0;-69.4;-68.2;-66.2;-88.8;-52.0;-69.6
244;-82.5;-79.75;-70.0;-69.0;-68.25;-89.0;-46.0;-72.75
245;-79.08;-75.0;-69.72;-72.64;-78.48;-89.32;-59.2;-70.8
246;-78.83116883116882;-71.33766233766234;-68.86363636363636;-59.05194805194805;-85.50649350649351;-86.72077922077922;-69.51948051948052;-66.85714285714286
247;-73.4608695652174;-71.8695652173913;-71.54782608695652;-66.94782608695652;-87.70434782608696;-89.77391304347826;-68.30434782608695;-57.904347826086955
248;-74.15044247787611;-75.67256637168141;-76.76106194690266;-73.72566371681415;-87.70796460176992;-89.91150442477876;-68.24778761061947;-55.05309734513274
249;-76.89915966386555;-80.82352941176471;-80.26890756302521;-75.95798319327731;-87.69747899159664;-89.80672268907563;-66.03361344537815;-60.11764705882353
250;-80.84684684684684;-85.36036036036036;-80.4054054054054;-74.72072072072072;-83.96396396396396;-88.48648648648648;-70.31531531531532;-61.351351351351354
251;-85.06306306306307;-87.23423423423424;-81.01801801801801;-79.46846846846847;-85.04504504504504;-89.78378378378379;-68.73873873873873;-65.5945945945946
252;-89.81967213114754;-88.99180327868852;-81.31147540983606;-81.21311475409836;-86.1639344262295;-85.35245901639344;-67.6639344262295;-65.22131147540983
253;-91.24603174603175;-94.88095238095238;-81.48412698412699;-77.3015873015873;-77.83333333333333;-84.81746031746032;-70.2063492063492;-65.25396825396825
254;-90.5;-89.35833333333333;-89.93333333333334;-89.68333333333334;-74.00833333333334;-85.425;-82.49166666666666;-76.96666666666667
255;-94.01785714285714;-86.75;-88.41964285714286;-87.96428571428571;-68.91071428571429;-75.28571428571429;-79.05357142857143;-75.67857142857143
256;-90.1875;-86.125;-90.01785714285714;-85.90178571428571;-66.33035714285714;-72.5625;-80.90178571428571;-79.57142857142857
257;-90.30701754385964;-82.09649122807018;-89.8859649122807;-82.3157894736842;-65.76315789473684;-68.19298245614036;-79.09649122807018;-79.6140350877193
258;-93.38260869565218;-79.61739130434782;-88.62608695652175;-81.72173913043478;-60.495652173913044;-67.82608695652173;-80.79130434782608;-83.5304347826087
259;-90.98214285714286;-78.88392857142857;-84.40178571428571;-82.11607142857143;-73.46428571428571;-76.625;-81.48214285714286;-78.61607142857143
260;-88.22222222222223;-79.07407407407408;-81.29629629629629;-80.37037037037037;-78.25925925925925;-71.03703703703704;-78.85185185185185;-72.74074074074075
261;-77.0;-74.8;-77.2;-72.8;-79.0;-65.4;-80.6;-63.8
262;-73.8;-73.0;-75.6;-74.8;-79.8;-69.0;-76.2;-60.4
263;-73.0;-77.85714285714286;-75.0;-71.57142857142857;-80.42857142857143;-73.14285714285714;-71.71428571428571;-59.142857142857146
264;-78.4;-79.0;-72.8;-62.0;-80.2;-74.0;-70.0;-46.8
265;-73.0;-84.0;-71.0;-71.0;-90.0;-91.0;-80.0;-44.0
266;-80.5;-84.0;-80.0;-71.0;-81.16666666666667;-89.0;-65.16666666666667;-47.5
267;-75.0;-84.0;-74.75;-70.0;-89.75;-86.25;-69.25;-46.0
268;-79.76;-87.02;-73.68;-70.66;-89.16;-86.78;-68.92;-46.12
269;-76.64035087719299;-84.53508771929825;-70.47368421052632;-64.93859649122807;-84.65789473684211;-84.95614035087719;-70.91228070175438;-44.53508771929825
270;-83.55652173913043;-89.34782608695652;-83.15652173913044;-65.69565217391305;-86.3391304347826;-86.55652173913043;-74.79130434782608;-58.31304347826087
271;-85.01754385964912;-91.26315789473684;-77.56140350877193;-68.14035087719299;-85.07894736842105;-88.43859649122807;-74.47368421052632;-61.28947368421053
272;-83.23275862068965;-93.02586206896552;-79.11206896551724;-69.26724137931035;-85.4396551724138;-87.75;-73.74137931034483;-60.0948275862069
273;-83.48648648648648;-94.1981981981982;-88.96396396396396;-74.84684684684684;-85.64864864864865;-78.56756756756756;-71.46846846846847;-61.75675675675676
274;-86.41322314049587;-89.8099173553719;-88.60330578512396;-76.42148760330579;-87.6198347107438;-87.52066115702479;-72.07438016528926;-68.39669421487604
275;-87.16071428571429;-91.22321428571429;-88.16071428571429;-73.71428571428571;-86.91071428571429;-85.21428571428571;-76.1875;-63.714285714285715
276;-85.88;-93.4;-87.76666666666667;-74.03333333333333;-87.93333333333334;-84.54;-73.06;-63.46666666666667
277;-90.52100840336135;-86.36974789915966;-87.21848739495799;-94.77310924369748;-67.98319327731092;-84.84033613445378;-86.7983193277311;-72.67226890756302
278;-91.5701754385965;-87.16666666666667;-87.99122807017544;-91.03508771929825;-68.66666666666667;-79.86842105263158;-73.49122807017544;-70.60526315789474
279;-93.40163934426229;-90.18032786885246;-85.11475409836065;-83.0;-64.31147540983606;-70.95901639344262;-73.88524590163935;-72.24590163934427
280;-87.83760683760684;-83.52136752136752;-87.05128205128206;-88.14529914529915;-67.16239316239316;-62.76923076923077;-80.48717948717949;-73.6923076923077
281;-82.98290598290598;-81.94871794871794;-80.35042735042735;-85.35897435897436;-76.3076923076923;-63.205128205128204;-78.3931623931624;-75.21367521367522
282;-85.07826086956521;-87.90434782608696;-74.9304347826087;-91.06086956521739;-67.8695652173913;-67.66956521739131;-83.34782608695652;-76.2695652173913
283;-84.65;-80.85;-76.9;-83.4;-75.75;-67.25;-77.95;-68.7
284;-75.2;-69.2;-71.6;-70.6;-84.0;-72.2;-76.2;-56.8
285;-72.0;-72.33333333333333;-76.66666666666667;-78.33333333333333;-85.33333333333333;-71.33333333333333;-79.33333333333333;-58.0
286;-71.2;-72.4;-68.6;-66.8;-84.4;-76.2;-70.6;-57.2
287;-68.5;-73.0;-74.75;-69.0;-83.5;-73.25;-70.5;-61.25
288;-70.0;-79.2;-69.6;-63.0;-81.0;-71.6;-69.8;-47.2
289;-70.0;-81.33333333333333;-80.33333333333333;-70.0;-79.0;-87.33333333333333;-70.0;-44.666666666666664
290;-71.4;-80.0;-72.2;-72.8;-81.2;-80.4;-71.6;-42.0
291;-81.03030303030303;-80.0909090909091;-74.62121212121212;-73.5;-85.92424242424242;-75.6969696969697;-72.71212121212122;-43.621212121212125
292;-77.63157894736842;-83.93859649122807;-75.76315789473684;-72.12280701754386;-82.83333333333333;-80.24561403508773;-70.3859649122807;-41.280701754385966
293;-79.50819672131148;-77.27049180327869;-74.76229508196721;-71.6639344262295;-84.82786885245902;-76.12295081967213;-70.45081967213115;-42.09836065573771
294;-77.58823529411765;-91.46218487394958;-76.2016806722689;-76.26890756302521;-83.24369747899159;-77.89075630252101;-76.11764705882354;-49.21848739495798
295;-83.60504201680672;-81.05882352941177;-82.09243697478992;-75.08403361344538;-85.66386554621849;-73.10084033613445;-67.9327731092437;-55.285714285714285
296;-85.25862068965517;-88.94827586206897;-84.98275862068965;-77.37068965517241;-89.87931034482759;-73.74137931034483;-72.18103448275862;-58.672413793103445
297;-89.98275862068965;-86.00862068965517;-90.31896551724138;-79.47413793103448;-86.40517241379311;-78.96551724137932;-70.05172413793103;-59.922413793103445
298;-79.6086956521739;-83.27826086956522;-82.77391304347826;-84.35652173913043;-87.84347826086956;-82.98260869565217;-71.65217391304348;-60.11304347826087
299;-79.2258064516129;-84.06451612903226;-82.9483870967742;-79.14838709677419;-78.41935483870968;-81.98064516129033;-72.47096774193548;-62.987096774193546
300;-93.23762376237623;-86.35643564356435;-87.01980198019803;-88.0990099009901;-70.46534653465346;-73.23762376237623;-70.17821782178218;-70.43564356435644
301;-91.27118644067797;-94.6864406779661;-80.76271186440678;-88.44915254237289;-65.84745762711864;-75.6864406779661;-69.78813559322033;-69.48305084745763
302;-90.04347826086956;-87.26086956521739;-84.1304347826087;-83.04347826086956;-66.24347826086957;-70.25217391304348;-68.83478260869565;-66.15652173913044
303;-86.65517241379311;-89.49137931034483;-81.89655172413794;-92.25862068965517;-62.310344827586206;-69.32758620689656;-80.84482758620689;-66.39655172413794
304;-83.5126050420168;-83.38655462184875;-78.43697478991596;-90.1344537815126;-63.016806722689076;-66.95798319327731;-69.26890756302521;-66.34453781512605
305;-94.72173913043478;-84.27826086956522;-77.14782608695653;-83.63478260869566;-70.91304347826087;-57.51304347826087;-73.74782608695652;-68.54782608695652
306;-80.67796610169492;-79.95762711864407;-81.90677966101696;-81.54237288135593;-77.85593220338983;-55.152542372881356;-81.1864406779661;-68.28813559322033
307;-85.32142857142857;-75.28571428571429;-75.33928571428571;-75.45535714285714;-85.10714285714286;-61.0;-83.42857142857143;-68.8125
308;-76.38524590163935;-72.18852459016394;-79.32786885245902;-70.72950819672131;-83.00819672131148;-67.37704918032787;-76.02459016393442;-63.33606557377049
309;-79.87719298245614;-67.89473684210526;-73.70175438596492;-80.90350877192982;-77.26315789473684;-62.74561403508772;-80.64912280701755;-65.12280701754386
310;-72.42148760330579;-70.96694214876032;-71.0;-77.61157024793388;-74.12396694214875;-64.03305785123968;-78.31404958677686;-69.43801652892562
311;-71.99152542372882;-69.33050847457628;-68.55084745762711;-74.9322033898305;-75.98305084745763;-66.2457627118644;-76.40677966101696;-68.20338983050847
312;-70.19491525423729;-71.27118644067797;-71.60169491525424;-71.78813559322033;-79.05084745762711;-68.09322033898304;-78.35593220338983;-63.36440677966102
313;-65.9322033898305;-71.33050847457628;-71.58474576271186;-73.45762711864407;-80.88135593220339;-67.15254237288136;-72.63559322033899;-65.34745762711864
314;-71.26315789473684;-75.34210526315789;-75.73684210526316;-68.2280701754386;-89.28070175438596;-70.64912280701755;-77.71052631578948;-51.20175438596491
315;-79.73728813559322;-84.77966101694915;-72.35593220338983;-68.01694915254237;-87.35593220338983;-72.08474576271186;-82.04237288135593;-53.55084745762712
316;-78.87179487179488;-81.41880341880342;-74.95726495726495;-83.94871794871794;-79.71794871794872;-70.77777777777777;-73.42735042735043;-55.52136752136752
317;-81.87179487179488;-91.42735042735043;-84.87179487179488;-75.2051282051282;-78.12820512820512;-71.17948717948718;-78.53846153846153;-54.23076923076923
318;-81.00854700854701;-86.41025641025641;-87.84615384615384;-72.85470085470085;-78.76923076923077;-72.36752136752136;-73.47008547008546;-56.085470085470085
319;-88.32478632478633;-85.67521367521367;-80.24786324786325;-77.75213675213675;-86.17948717948718;-74.55555555555556;-70.1880341880342;-57.94871794871795
320;-80.24786324786325;-83.05982905982906;-78.38461538461539;-80.92307692307692;-84.09401709401709;-78.66666666666667;-72.09401709401709;-61.64957264957265
321;-90.3109243697479;-92.90756302521008;-82.47058823529412;-80.53781512605042;-83.24369747899159;-83.27731092436974;-73.60504201680672;-57.05042016806723
322;-92.14285714285714;-85.47142857142858;-89.42857142857143;-81.35;-78.62142857142857;-80.62857142857143;-73.6;-61.49285714285714
323;-86.85950413223141;-82.71900826446281;-82.04132231404958;-89.44628099173553;-68.49586776859505;-71.2396694214876;-83.4297520661157;-69.90082644628099
324;-85.83783783783784;-88.0;-82.94594594594595;-94.36036036036036;-73.5945945945946;-78.18018018018019;-86.09009009009009;-67.2072072072072
325;-87.65789473684211;-88.47368421052632;-86.28070175438596;-86.43859649122807;-79.1140350877193;-69.8157894736842;-80.86842105263158;-66.75438596491227
326;-93.37272727272727;-91.96363636363637;-84.17272727272727;-88.76363636363637;-64.4;-65.49090909090908;-85.5;-68.21818181818182
327;-93.20689655172414;-88.44827586206897;-89.17241379310344;-86.27586206896552;-76.26724137931035;-64.48275862068965;-86.01724137931035;-67.13793103448276
328;-91.23076923076923;-81.6068376068376;-82.44444444444444;-89.53846153846153;-72.65811965811966;-56.64102564102564;-89.48717948717949;-64.72649572649573
329;-93.83185840707965;-81.69026548672566;-85.46902654867256;-80.00884955752213;-72.23893805309734;-54.530973451327434;-79.6283185840708;-68.20353982300885
330;-87.45217391304348;-80.28695652173913;-87.2;-73.68695652173913;-88.1304347826087;-66.55652173913043;-80.11304347826086;-65.56521739130434
331;-85.6875;-81.13392857142857;-83.04464285714286;-79.32142857142857;-79.09821428571429;-68.41964285714286;-77.65178571428571;-66.05357142857143
332;-76.46428571428571;-75.8125;-77.90178571428571;-74.25;-78.75;-60.17857142857143;-74.42857142857143;-64.32142857142857
333;-84.44347826086957;-74.36521739130434;-74.21739130434783;-76.1304347826087;-79.99130434782609;-60.573913043478264;-81.5391304347826;-58.165217391304346
334;-77.70434782608696;-74.18260869565218;-73.40869565217392;-77.80869565217391;-76.15652173913044;-61.36521739130435;-76.61739130434782;-60.04347826086956
335;-72.10714285714286;-77.03571428571429;-68.70535714285714;-69.84821428571429;-85.15178571428571;-63.07142857142857;-73.46428571428571;-56.017857142857146
336;-70.3076923076923;-81.1025641025641;-72.26495726495726;-67.42735042735043;-82.15384615384616;-67.05128205128206;-80.7008547008547;-57.17094017094017
337;-73.79646017699115;-80.33628318584071;-84.36283185840708;-71.19469026548673;-88.5575221238938;-70.67256637168141;-74.88495575221239;-59.34513274336283
338;-82.83333333333333;-86.57894736842105;-80.10526315789474;-74.05263157894737;-87.0;-68.33333333333333;-74.3157894736842;-63.63157894736842
339;-89.86842105263158;-85.74561403508773;-76.71929824561404;-77.43859649122807;-88.54385964912281;-71.12280701754386;-76.35964912280701;-58.3859649122807
340;-86.6355140186916;-80.10280373831776;-83.13084112149532;-80.8411214953271;-81.96261682242991;-71.61682242990655;-77.37383177570094;-59.3177570093458
341;-84.46610169491525;-81.1864406779661;-81.29661016949153;-78.4322033898305;-84.11864406779661;-76.44915254237289;-75.53389830508475;-63.73728813559322
342;-86.0677966101695;-85.69491525423729;-83.91525423728814;-81.78813559322033;-85.34745762711864;-78.54237288135593;-68.76271186440678;-64.47457627118644
343;-83.18018018018019;-93.14414414414415;-88.11711711711712;-79.86486486486487;-83.54054054054055;-78.63063063063063;-71.02702702702703;-61.288288288288285
344;-90.56481481481481;-93.21296296296296;-80.92592592592592;-83.1574074074074;-83.54629629629629;-74.48148148148148;-85.63888888888889;-61.129629629629626
345;-84.4748201438849;-86.67625899280576;-81.23741007194245;-84.61151079136691;-86.28057553956835;-75.15827338129496;-85.0863309352518;-63.985611510791365
346;-95.4274193548387;-89.90322580645162;-90.76612903225806;-88.12903225806451;-73.95161290322581;-77.98387096774194;-75.46774193548387;-71.58870967741936
347;-90.70434782608696;-92.86086956521739;-92.92173913043479;-90.93913043478261;-75.1304347826087;-71.0;-83.43478260869566;-71.19130434782609
348;-95.50387596899225;-92.9922480620155;-87.97674418604652;-90.28682170542636;-71.89922480620154;-67.51162790697674;-83.50387596899225;-67.91472868217055
349;-93.12844036697248;-94.11009174311927;-89.78899082568807;-88.63302752293578;-67.55963302752293;-66.74311926605505;-82.45871559633028;-67.22935779816514
350;-93.80327868852459;-87.8688524590164;-84.44262295081967;-89.65573770491804;-70.5327868852459;-60.23770491803279;-83.65573770491804;-67.0
351;-87.87179487179488;-87.41025641025641;-82.35897435897436;-82.8974358974359;-75.74358974358974;-62.92307692307692;-76.94871794871794;-68.23076923076923
352;-92.02752293577981;-81.64220183486239;-85.72477064220183;-79.92660550458716;-81.14678899082568;-59.69724770642202;-74.41284403669725;-66.53211009174312
353;-84.4074074074074;-80.24074074074075;-82.36111111111111;-81.67592592592592;-86.91666666666667;-70.63888888888889;-84.55555555555556;-66.38888888888889
354;-81.00909090909092;-86.55454545454545;-78.28181818181818;-84.10909090909091;-86.3;-61.336363636363636;-88.48181818181818;-65.73636363636363
355;-80.88617886178862;-76.88617886178862;-87.130081300813;-74.28455284552845;-78.86178861788618;-62.52845528455285;-91.0;-61.853658536585364
356;-79.89166666666667;-71.99166666666666;-76.71666666666667;-72.24166666666666;-75.31666666666666;-66.48333333333333;-91.0;-56.233333333333334
357;-90.63392857142857;-77.67857142857143;-83.99107142857143;-70.125;-80.1875;-65.07142857142857;-91.0;-55.25892857142857
358;-72.67857142857143;-79.54464285714286;-75.0;-72.53571428571429;-79.83928571428571;-67.5;-91.0;-55.142857142857146
359;-72.00925925925925;-76.81481481481481;-77.20370370370371;-71.45370370370371;-94.08333333333333;-75.69444444444444;-91.0;-60.148148148148145
360;-74.71311475409836;-81.10655737704919;-73.77049180327869;-75.5327868852459;-90.31967213114754;-70.69672131147541;-91.0;-60.942622950819676
361;-77.21848739495799;-81.9327731092437;-81.45378151260505;-74.21008403361344;-84.36134453781513;-68.89075630252101;-91.0;-65.56302521008404
362;-81.22608695652174;-81.64347826086957;-83.61739130434782;-72.26086956521739;-85.48695652173913;-72.74782608695652;-91.0;-64.34782608695652
363;-89.35185185185185;-87.87037037037037;-82.25;-81.35185185185185;-87.07407407407408;-78.07407407407408;-90.29629629629629;-62.638888888888886
364;-90.49579831932773;-89.43697478991596;-82.97478991596638;-89.63025210084034;-79.0;-74.89915966386555;-73.45378151260505;-65.63865546218487
365;-92.88679245283019;-90.00943396226415;-86.23584905660377;-81.38679245283019;-86.01886792452831;-85.95283018867924;-80.71698113207547;-66.04716981132076
366;-85.14049586776859;-90.13223140495867;-86.25619834710744;-82.38842975206612;-85.25619834710744;-73.52066115702479;-82.0;-63.917355371900825
367;-89.22115384615384;-90.13461538461539;-89.54807692307692;-88.8173076923077;-81.4423076923077;-72.0;-80.73076923076923;-68.98076923076923
368;-84.66666666666667;-84.85185185185185;-82.85925925925926;-79.46666666666667;-86.75555555555556;-71.5925925925926;-72.4;-63.46666666666667
369;-93.36904761904762;-93.08333333333333;-89.20238095238095;-92.85119047619048;-67.19047619047619;-65.0;-76.875;-71.64880952380952
370;-92.41904761904762;-92.57142857142857;-87.56190476190476;-93.03809523809524;-67.0;-61.457142857142856;-83.01904761904763;-66.76190476190476
371;-95.15966386554622;-95.0;-86.68067226890756;-87.68067226890756;-67.0;-62.0;-85.47899159663865;-66.87394957983193
372;-91.28695652173913;-90.02608695652174;-84.02608695652174;-84.51304347826087;-66.74782608695652;-62.0;-85.65217391304348;-62.3304347826087
373;-89.63559322033899;-83.89830508474576;-88.58474576271186;-81.41525423728814;-67.0;-62.0;-90.84745762711864;-63.432203389830505
374;-93.90825688073394;-88.07339449541284;-91.56880733944953;-85.05504587155963;-67.0;-62.0;-81.58715596330275;-66.95412844036697
375;-86.59130434782608;-85.3913043478261;-82.48695652173913;-86.95652173913044;-73.84347826086956;-58.504347826086956;-81.07826086956521;-63.26086956521739
376;-79.11504424778761;-95.0;-79.99115044247787;-88.99115044247787;-83.23008849557522;-60.0353982300885;-78.85840707964601;-60.663716814159294
377;-89.68595041322314;-77.52892561983471;-82.62809917355372;-76.27272727272727;-75.99173553719008;-70.64462809917356;-78.03305785123968;-62.51239669421488
378;-88.51754385964912;-77.5;-87.30701754385964;-72.44736842105263;-75.55263157894737;-74.0;-79.50877192982456;-60.89473684210526
379;-76.61111111111111;-73.26851851851852;-76.56481481481481;-77.82407407407408;-79.10185185185185;-67.5;-81.36111111111111;-60.138888888888886
380;-86.03361344537815;-83.76470588235294;-76.94117647058823;-72.77310924369748;-81.71428571428571;-63.680672268907564;-82.15126050420169;-66.31932773109244
381;-76.22522522522523;-75.65765765765765;-83.29729729729729;-77.04504504504504;-87.54054054054055;-69.69369369369369;-80.72072072072072;-62.93693693693694
382;-72.74107142857143;-81.51785714285714;-76.32142857142857;-73.05357142857143;-79.34821428571429;-66.0;-76.35714285714286;-63.4375
383;-77.40517241379311;-85.12068965517241;-76.42241379310344;-73.53448275862068;-86.91379310344827;-67.28448275862068;-83.26724137931035;-69.12931034482759
384;-81.23853211009174;-84.74311926605505;-80.5045871559633;-72.1743119266055;-88.86238532110092;-71.44954128440367;-80.27522935779817;-72.1559633027523
385;-77.31623931623932;-82.23076923076923;-86.96581196581197;-72.22222222222223;-87.23076923076923;-70.41025641025641;-76.64102564102564;-64.1880341880342
386;-87.93913043478261;-87.84347826086956;-78.65217391304348;-73.19130434782609;-80.50434782608696;-80.24347826086957;-75.5304347826087;-59.40869565217391
